再次出发之纽约遇见你的评论：
人间至味是热水,20,"真的，太一般了。
所有的歌都那样不对胃口。"
牙齿冒汗,20,有才华，就是可以为所欲为。  不喜欢电影里充斥那么多歌曲。 绿巨人 演得挺好。  电影剪辑的有点新意，隔一段时间又以不同视角闪回。  纽约的城市建筑 just so so。
木村北野,20,工作七年，第二次看，打四星
Matsuoka,10,音乐很不错
长星照耀十三州,20,故事老套又俗气，这种小清新文艺治愈还是日本人更适合来展现。。。PS，全程都被女主的牙齿跳戏，去整整好么？！
Cattiney,20,好无聊好无聊好无聊
大贝会上树,20,喜欢不起来
Aby,10,文青圣经里的必备篇章，音乐咖的年度感动之作，不知道凯拉奈特莉为什么一听歌一唱歌就要哭，我反正是被难看哭的。看了一半以为高分因为后面有特别，结果一直都给的是套路，太贱了非要浪费100分钟给它……
留子尧,20,这不就是缝纫机乐队吗
非灰,20,什么鬼啊，想拍这种才华逆袭的用这种拍摄方式实在像过家家
利奥波德,20,奈特莉实在看着太讨厌了
viva la vida,20,歌曲比曾经差太多，整个片子的文艺感觉也很差。
呈谦尚腕,20,没啥意思，歌倒是不难听
东海龙王小公主,10,不好看
雅堃,20,很抱歉不喜欢这部……女主太伟光正了，而且唱腔很单一。音乐过于抢戏，看完没有被打动。
w,10,极烂
猫,20,看不下去#不懂为啥top250系列
续燚淼,10,对不起，这部片子的观影过程是我的伤心故事，真不是针对内容
Ice Bear,20,分那么高？挺一般的。歌曲平平，kk声线更平平，比她的脸更寡淡。男女主互动一般。kk的演技。。。不好。
凤头憨憨,20,对一部音乐相关的电影来说 歌难听等价于偶像剧主演丑吧 相比醉乡民谣一开头的hang me oh hang me 高下立判
亿万露电,20,就算是二十多岁的凯拉奈特拉都挽救不了片中俗气的故事、媚俗的城市风情、自恋的角色和乏味的音乐……
保持理智,20,很一般的美式音乐励志片，音乐好听，煽情一般。
小银酱,20,两分给音乐。
阿玖不骗人！,20,梦想往往走在路上
贝比去南极✈,20,乏善可陈。
百万日元宝贝,10,呕，也太难听和俗气了
花咲くるみ,20,"始终还是有点美式鸡汤的味道，很多细节和展开都能猜到，电影和刷手机绝配。躺在床上听着歌曲和人们对音乐的热爱，能感受到二十多年生命的流逝。
lala land有点仿这部的感觉。"
棉棉棉棉棉棉。,20,绿巨人还是脏兮兮的 整个电影喜欢ost
我怕我的深情,20,歌和电影都很一般，就这么口水的歌还想火？每到歌曲部分就快进。
荒野侦探,20,喝了这碗鸡汤。凯拉奈特莉的表演太可怕了。某些首发值得借鉴，比如男主开头脑补的呈现
Nee,20,"节奏太慢，剧情直到中段才入戏。还是觉得贫胸女神Keira Knightley缺少些音乐人气质。Keira和loser男主角走在大街上听歌的段落太动人，他们之间不是爱情，却比爱情更美好。P.s. Adam Levine的脑残粉一枚。Unfortunately, songs did not add up to the movie."
Asa,20,凯拉奈特莉一生黑，太差了真的。（最近看导演新片Sing street才知道一个八卦，就是他拍完begin again说再也不想在好莱坞拍片了，因为KK演得太差了哈哈哈哈哈，真的推荐sing street）
L'avventura,20,已经很难被这种简单的温情打动了
fvej,20,Her music is crap
恰恰,20,英格兰曾轶可，温暖着片中每一个纽约客。离了你，老子照样每天光耀大地，是金子，就可以自发光，是这个意思吗？如果一切成立，她本来就是个非常优秀完美的人，不能忍受男友出轨是唯一低潮吧。女主的天使演技，还有那田园范儿的自行车车筐以及时刻和每个男角的暧昧，看得我很尴尬，大概我不是文艺青年吧
mil,20,歌都好听，情节毫无吸引力
塩,10,为啥这个分这么高。美女与野兽。男主看着又丑又臭。感觉八百年没洗澡了，脸上泛油光，头发胡子窝囊，毫无吸引力，一个月看一次女儿，还这么烂，去打砸公司，逃酒单。还说女儿是鸡。女主这么大气野心的长相，搞个刘海唱小清新民谣，把我和我妈看笑了。看到女主和前男友亲我真看不下去了。女主太有信念感了。这俩男的把我看yue了
ikebukuro,20,反正我就是见不得男女主角心意相通却不在一起的片子
已经注销啦,20,get不到
Rea🚀,20,首先，我不懂爱情，比较俗套的剧情，即便是无疾而终的情愫也有些生硬多余，男女主之间甚至没有一场真正相互了解的戏份。其次，我不懂音乐，没有能打动到我。
趙叔,20,shit
犭星犭星,10,没看出来哪好
大债仔,20,你真的想去试试在那大街上录首歌吗？我劝你还是别试了~一直都不太喜欢开挂追梦的故事
黄金分割,10,好音乐，渣剧情和演技，很绿茶但一点儿都不婊，独立音乐人的梦想YY。乐器自动伴奏。一首歌就听出男友出轨，她被男友抛弃。他妻子劈腿而离异，女儿叛逆。并不是男女主一定会相爱的俗套，他回归家庭，她放下过往再次出发走在追梦之旅的路上。
conjee,20,"Adam Levine就是在演绎他自己啊，超级awkward的表情。
Keira就是一如既往的文艺得让人讨厌。"
天使眼,20,受不了
徐青杳,20,文艺癌晚期青年小子的“浪漫”游戏罢了，无聊幼稚。凯拉奈特莉这张糙脸我是真不知道有啥好看的，和阿佳妮差了十个苏菲玛索吧。
Jing,20,没想到亚当也有参演！不过不太喜欢某些剧情。
存在与虚无,20,Too cliché.
转转,20,看片名，以为和爱在黎明破晓前题材差不多，却是励志题材的，可又没那么让人觉着有多励志。挺无聊的。
luuuelsewhere,10,俗套、说教、做作，矫情、演技烂、死难听、笑不由衷、全程尿点。几年前的Once是真小清新，这个像穿了不合脚鞋的公鸭。我现在真是烦死小清新了，随便一个声音喑哑不着调的男或女唱几个破旋律和花花草草的歌词就是小清新，这得害多少青少年被误导学模学样变得扭捏拧巴啊。
WalrusTuTu☮,20,"no. 
花了两个小时听了一张专辑 直接听原声带吧"
爱吃樱桃🍒,20,完全不理解怎么这么高的
十九。,20,"not my type. don't like the songs, don't care about the stories, the characters are cute. mark ruffalo is not so hot in this film. yes keira can sing. adam should shut up."
obsesser,20,同样的音乐鸡汤，比起once尚且差了一个段位
NickyROி,20,Gretta手机里的list根本不算guilty pleasure【Frank Sinatra? Stevie Wonder? 比电影里的原唱歌曲好听多了 至于商业理想和艺术追求什么的 脑洞实在太大【她这张专辑和霉霉的有区别吗？
mal.mago,20,剧情0份 歌曲满分！
蜉蝣,10,真的很无聊
米发发,20,米国爱情片这么克制吗，选角失败，女主总会不经意流露出很婊的表情，唱歌时候尤甚。
银铃锦帆,20,歌都挺难听的，剧情也很无聊。
海盗,20,说实话很矫情
小祖宗已上线,20,很干
Nuee,10,矫揉造作
灰小,20,从三个视角 重复解释 一次相遇有必要吗？ 一部披着文艺外衣的大俗片……俗的还没高潮……来回来去感觉只有三首歌
jimmy,20,年纪大了，这种童话故事还是少看得好。
粗,20,无打动
Ashes of time,20,音乐很一般啊，无感
另一個我,20,音樂太爛。
山居慢慢,20,其实就是放张专辑给你听，穿插些简单故事背景，喜爱音乐的人能看下去，也仅此而已。
燕骸骸,20,lost stars
达令,20,<lost stars>.骚当很抢戏 啊。
简抱,20,太平淡了，你们真觉得这么好看么。
人间富贵花,10,没有一首喜欢的。凯特奈特莉连衣裙凉鞋真好看！我也要这么穿！！！
曳尾.avi,20,这么辣鸡的电影为什么这么高的分？？尤其马克叔那个角色可以说就是total dick然后居然还能反复被所有人忍让。雀雀说这片子隐藏着一种“男人只要有才华就可以为所欲为地不做人”价值观，并且看到一半就开始神游了233 然后我们一直在祈求男女主不要接吻不要上床，不然实在是太心梗了，还好他俩被导演按住了。
仔予,20,快进 快进 快进
唐豆,20,看片名我就知道我不会喜欢，对这类自以为是的小清新电影真是烦透了，再次恳求奈特莉不要在这种片子里浪费表情了，如果说Once还有一些吸引人的纪实风格和坦白讲故事的真诚的话，这片子就完全是一碗用来圈钱的鸡汤。
汪拾叁,20,欣赏不了
dead猪3,20,陈词滥调
乌云上的银边,20,就是个普通而又俗套的故事…凯拉奈特利和屈臣氏小姐都是十年如一日的把什么角色都按太妹来演…比Once差远了…这种片子居然有这么高分…扣掉一星综合一下吧…
秦小川,20,歌没感觉，电影也无感
你的芝士,20,頻頻出戲，The voice 即视感。
Eddy,20,What？！莫名的很来气（骚当丑哭
jototata,20,这片子海报、译名太奇怪了，还以为是纯爱情片，原来是音乐片，但是歌也很难听。。。选角有问题，男主这个演员不太适合，虽然有艺术家的邋遢。女主除了漂亮，也不太适合，我全程代入艾薇儿了。柯登本色出演，魔力红主唱演得也还行！
自由的青眼白龙,20,本来听音乐还挺好的，但背叛不能原谅，三观不正绝对差评
kk,20,扣星全给演技
Autohypnosis,20,音乐比once差远了。。。真心对凯拉奈特莉无爱。。。
巨侠,20,见不得专门写歌去骂旧情人的狗血剧情
红糖豆包,20,我怎么就那么不喜欢。。。歌真的很一般啊，经KK一唱更难听了，比起Once根本就不在一个档次上。In the good old days，男人都是沙哑的，有力量的，现在男歌手都是Adam这种阉割嗓儿，又没有Prince有个性。女的都是KK这种无病呻吟的ballad，还说要做Norah Jones那种singer song writer，差太远了好么!!!!!
smlyu,20,kk的粉但觉得这几年拍了很多小成本的。。烂片。。找不到当年cecilia的感觉
Moonsorrow,20,与once相比，各个角度平淡无奇
独孤睿轩,20,只喜欢Haliee，其他都不喜欢，甚至歌也没觉得好听。
愿今朝,20,不如曾经
断章,20,很无聊
zifanlilian,20,音乐挺好听
.Yoyo﹎.,20,平淡如水
涂XXX,20,音乐🎵过于平淡，情节索然无味
ジュジュビ,20,差强人意，像个街拍vlog。凯拉奈特莉是镜头的宠儿，太美了
一個死槍槍,10,敢給女主弄個配音嗎 x/
啊千kk,20,为了清内存才终于把这部电影看了，如果换个演员来演男女主我可能会再多给一颗星，但现在就是感觉浪费了100分钟的时间，不如看部别的电影，such a cliche！吐槽Adam的胡子那段挺有共鸣的，我一看见那些从不留胡子的演员、爱豆、歌手啥的突然蓄胡子装深沉我就想笑。还有就是片子里女主和男友刚到纽约住的那栋房子真是我的梦中情屋啊呜呜。其他无感，没了。
電影放映員,10,这个电影是怎么上豆瓣top250的？？？？一星半
惊鸿,20,把音乐抽离剧本碎一地。
思齐了,20,就。。。完全没感觉哇（大约是我太讨厌奈特莉了，连马克的卷毛和臂肌猛拉好感度都刷不过来
无个人资料,20,lost star 曲真好听
帽,20,真的太无聊了。。。。很基础的模板啊，8.5怎么回事？？？
树上的男爵,10,毫无新意
J,20,不明白为什么那么好评。我觉得简直是一个又typical内容又不紧实的电影。。女主做作的唱腔不说，结尾干瘪乏味，潦草一收
独孤大厨,10,这哪里是能跟Once同日而语的电影？！俗得要死。。。。我是有多讨厌故作文艺的女青年。。
金小鸡,20,虽然根据真实故事改编…但讲故事的手法太无聊。不是同学推荐，不会看。。
味漓,20,试图用一个大礼盒将所有陈词滥调的内容重新包装然后一股脑的塞给多愁善感的观众
Hinkly,20,就这货色还有人说“明显超越Once”？虽然无论演员还是拍摄手法都高大上了许多，但once那份朴实自然荡然无存，歌曲也是过耳即忘，奈特莉的笑容和唱功更是不忍直视（听）。★★☆
ghostgirl,20,我不觉得好看！
咸蛋黄哇,20,看了这么高的评分才看的，比较失望，剧情没有新意反而有点刻意，角色设定比较浅，主题曲没到惊艳的地步
今夕何夕,20,果然我最讨厌的就是音乐片
Eciah,20,不喜欢这类小清新歌曲片
肖申克的救赎的评论：
九尾黑猫,20,真的不喜欢，不好看，没感觉
叶荣添,20,大众经典我从不感冒，为什么？我欣赏水平不行？
我不绝望,20,有那么好吗？？？？？
tlmgt,20,有点好奇这部片为何被过度赞誉到这个地步···
Konec,20,虚假的巧合被当作精妙对比，突兀的后果往往使人惊叹而不是受启发，脱离过去过于决绝。
宇宙塑胶魔怪,20,史上最有名的烂俗励志片，没有之一
Muto,20,这部标记排名第一的电影被越来越体制化的大众标记为需求，但那虚构的希望恐怕是个偌大的笑话。根深蒂固的资本原则在被掌权者剥夺权利的《第七大陆》上呈现出多端的众生相，资本积累成了人们重返自由和尊严彼岸的唯一途径。因此《肖申克的救赎》最终是代表统治阶级的救赎，它与作为人的人没有任何关系。
白竹,10,我一直不知道该如何形容我对它的感觉，现在终于找到了一个词：最炫民族风。
lichol,20,真的不喜欢，不好看，没感觉
Lies and lies,20,令人费解的經典
EdgeOfInfinite,10,好好想想是中国人拍的打几分
proletaricat,20,"A cheap and reactionary film. There is no ""redemption"" here, but ""hope"" (the hope of what?). What happens the next day, when parole officers catch up with Red? What happens to bringing the real culprit of Andy's wife behind the bar? Where is the PTSD of an ""institutional man?"" There is no deep critique of prison economy here, nor that of America's CJS (all we have is a few corrupt officials outsmarted by a banker who of course ran away w all the money and is praised for it, sounds familiar?). The completely implausible ""figaro"" sequence cheapens the real struggle for freedom. All of this is the stuff of cheap Hollywood."
自在人,20,可能是因为我已经知道片子是怎么回事了，所以觉得有点不够震撼。也可能是因为以前看过越狱了，所以也没新鲜感了。总之，没觉得太好，头重脚轻的
我不是樱木花道,20,试着看过两遍还是没法喜欢，普通励志片，过誉了。
小美丽六代,10,嗯，打一颗星不代表在我眼里它很差，只是9.7分太夸张了，需要低分中和一下。当然，在一百九十多万的评分下，我的一颗星不值一提。但它代表了我个人的态度。
拒绝沦为中美国,10,美化华尔街投行人员的电影。事实上这群人才没有这么好，通常情况下都是在千方百计掩盖自己的犯罪行为。大部分美国电影都是中情局控制下的好莱坞生产的精神鸦片。详情见这本书《好莱坞内部的中情局》http://book.douban.com/subject/26370014
AG,20,明明是勇敢的心式的狗血剧。
全都是风,20,精英奋斗史，还不如基督山伯爵。
fanwiki,10,老套的故事，毫无新意的结尾。肖申克的救赎除了忍辱偷生为了逃跑之外，并没有洗清自己的冤屈，说它是励志片，就有点过了。如果说是对自由的向往，任何一个在牢里被关10年以上的还没麻木的都很渴望自由。
哆啦C梦,10,电影很好，要客观评价我会给7.5-8分，但是实在理解不了美国人用开跑车海滩游泳重获自由后聚首来诠释救赎，但这和心灵的自由相去甚远，就这个结局不值得被这么捧。我是来拉低平均分的。
rock442,10,一个地道挖二十年没人发现  侮辱观众智商  偏偏吹成第一  强奸民意
神侬教教主,20,觉得没有原著的表现力，原著看到“我希望……”那段瞬间热泪盈眶，电影没有给我这种感觉
制片人,20,两星只因为一个问题：为什么在男主每次遭遇三姐妹同志帮强奸的时候都没有人帮他？甚至在他为监狱里的犯人朋友们做了那么多以后？“我们喝了他的酒，也认为他是一个可敬的朋友，但是我们是不会在他被人设埋伏强奸的时候帮他的”？这一点导致我由衷感谢狱警长，毕竟是他为男主讨回了晚到太多的公道。
halrepublic,10,肖申克的救赎火的奇怪，就像曼德拉的死亡一样，莫名其妙就火了。这电影糟糕的就像汤姆大叔的小屋，充满了刻意，飘中曾经以南方人的口吻讽刺这本“著作”。肖申克的救赎，救赎，redemption，redemption，有没有点某“闪人”宗教意味？
SINJER,10,如果能给自己喜欢的电影打100星，那么我会给肖申克5星。弗兰克.德拉邦特既不是电影大师也不是类型片大师，94年算是优秀的一年但算不上影史大年，至于肖申克在94年也算不上top1。贝拉.塔尔撒旦探戈，昆汀低俗小说，王家卫重庆森林，基耶洛夫斯基蓝，阿巴斯橄榄树下的情人，蔡明亮爱情万岁，张艺谋活着哪个比不上这，即使阿甘没得奥斯卡BP也只会是低俗小说。但不得不称赞的是罗杰.迪金斯摄影，托马斯.纽曼的配乐和史蒂芬.金的原著。
nanona,10,"烂电影，烂电影
超级大烂篇，虚伪，做作，娇情，假摸假式，消费人性，恶心，"
Plmokn,20,又一部被跟风刷到超高分“杰作”，说真的，此片8.6到头了。给个两星拉拉评分。
yip,20,在对本片一无所知的情况下看得，太假了，不喜欢，很反感。现在知道是很经典的片子，我出问题了？
墨尔本飞机,10,大家都评烂了，唯一觉得瑕疵的地方就是音乐和少数节奏感。但是只是一部中规中矩的佳片，本身主题突出，浅薄易懂，没有太多东西，当年被阿甘正传碾压是理所当然的。后来反而评分这么高，是观影水平普遍低下的表现，尤其是在豆瓣分数真是高到离谱。
╲┤┼├╱,10,也不知道肖申克监狱怎么搞的。几个犯人天天聚一起说教、抒情、做比喻，这是监狱还是文青人生哲理交流大会啊？
瀧汌,10,"× 补评
本片迎合的是美国社会大众主流心理中保守的一面，在克林顿新经济政策与新兴的互联网经济的双重作用下，在苏联这座共产主义的意识形态大厦轰然倒塌之后，以美国为代表的资本主义经济与民主模式似乎终结了人类历史的发展前景，资本主义（倒不如说是资本主义神话）似乎已经进入了最终的阶段，美国成为了世界力量的一极。而当我们的视野回到德国表现主义电影与格里菲斯以来的美国电影中，我们会发现导演德拉邦特更为严格地贯彻了前后二者创作的的大形式范式（同时期的昆汀·塔伦蒂诺、奥利弗·斯通、大卫·芬奇的电影创作接连背叛着该范式），依托于“环境—行动——新环境”叙事的起承转合将电影中的直觉感性的激情、冲动、欲望等驱动电影情境发展的元素抹平地一干二净，而煽情式的说教不过是一味延缓美国梦衰老死去的“灵丹妙药”。"
Seraph,20,豆瓣网友的口味哎~这样的片子竟然能排第一！
无名火,20,自由的真谛就是你可以把《肖申克的救赎》奉为经典，但也要允许有人不喜欢这部电影。
随性而安,10,借用一句台词:“监狱生活可不是童话”，可是这个故事确实只有童话的水准，现实远比洗黑钱、钻体制漏洞剥削囚犯、为压住案情而杀人要黑暗的多，成年人的救赎也不应当是逃避到一个远离社会生活的、离群索居的状态中，看看最后的大海是多么的蓝，修缮破船是多么的浪漫，可是这比希望还扯淡。电影本身名不符实
烟花易冷,10,非常好看的电影，很喜欢，但是不好意思这总分给的太高了，我就是为了拉低一点来打个一星
爱在记忆中找你,10,一部政治正确的学生作业能上八分吗
焖面,20,一群自以为在精神牢笼而不敢行动只好通过这部电影来宣泄情感的笨蛋捧红了普普通通的肖申克。
Heinrich,10,"电影看似很煽情。但是只要有一点历史知识和理性思维。就知道影片无非是无政府主义知识分子沽名钓誉的产物。有一个人和导演很像，罗曼罗兰。



一个无耻的文人"
Ulter,10,我从来就知道自由的可贵
Olafisaac,20,1.5/5 看哭了。难看哭了。
浅青,10,不否认它被长久压抑之后，通过自己聪明地努力部署获得自由后的那种酣畅。然后就没人觉得中间有一长段太过于拖沓了吗？还是给出不同意见怕别人说不懂欣赏，还不如人云亦云的一致叫好？！
libido,10,"评价前缀都是“史上” 我也来一个。
“史上最过誉电影” 没有之一"
shondjo,10,最烦的就是这种片子
康子,10,不太好看很普通的一部好莱坞烂片
